,Word,Lower_case
1268,Deborah,deborah
1269,Debra,debra
1270,Dede,dede
1271,Dedie,dedie
1272,Dedra,dedra
1273,Dee,dee
1274,Dee Dee,dee dee
1275,Deeann,deeann
1276,Deeanne,deeanne
1277,Deedee,deedee
1278,Deena,deena
1279,Deerdre,deerdre
1280,Dehlia,dehlia
1281,Deidre,deidre
1282,Deina,deina
1283,Deirdre,deirdre
1284,Del,del
1285,Dela,dela
1286,Delaney,delaney
1287,Delcina,delcina
1288,Delcine,delcine
1289,Delia,delia
1290,Delila,delila
1291,Delilah,delilah
1292,Delinda,delinda
1293,Dell,dell
1294,Della,della
1295,Delly,delly
1296,Delora,delora
1297,Delores,delores
1298,Deloria,deloria
1299,Deloris,deloris
1300,Delphina,delphina
1301,Delphine,delphine
1302,Delphinia,delphinia
1303,Demeter,demeter
1304,Demetra,demetra
1305,Demetria,demetria
1306,Demetris,demetris
1307,Dena,dena
1308,Deni,deni
1309,Denice,denice
1310,Denise,denise
1311,Denna,denna
1312,Denni,denni
1313,Dennie,dennie
1314,Denny,denny
1315,Deny,deny
1316,Denys,denys
1317,Denyse,denyse
1318,Deonne,deonne
1319,Desaree,desaree
1320,Desdemona,desdemona
1321,Desirae,desirae
1322,Desiree,desiree
1323,Desiri,desiri
1324,Deva,deva
1325,Devan,devan
1326,Devi,devi
1327,Devin,devin
1328,Devina,devina
1329,Devinne,devinne
1330,Devon,devon
1331,Devondra,devondra
1332,Devonna,devonna
1333,Devonne,devonne
1334,Devora,devora
1335,Dew,dew
1336,Di,di
1337,Diahann,diahann
1338,Diamond,diamond
1339,Dian,dian
1340,Diana,diana
1341,Diandra,diandra
1342,Diane,diane
1343,Diane-Marie,diane-marie
1344,Dianemarie,dianemarie
1345,Diann,diann
1346,Dianna,dianna
1347,Dianne,dianne
1348,Diannne,diannne
1349,Didi,didi
1350,Dido,dido
1351,Diena,diena
1352,Dierdre,dierdre
1353,Dina,dina
1354,Dinah,dinah
1355,Dinnie,dinnie
1356,Dinny,dinny
1357,Dion,dion
1358,Dione,dione
1359,Dionis,dionis
1360,Dionne,dionne
1361,Dita,dita
1362,Dix,dix
1363,Dixie,dixie
1364,Dode,dode
1365,Dodi,dodi
1366,Dodie,dodie
1367,Dody,dody
1368,Doe,doe
1369,Doll,doll
1370,Dolley,dolley
1371,Dolli,dolli
1372,Dollie,dollie
1373,Dolly,dolly
1374,Dolora,dolora
1375,Dolores,dolores
1376,Dolorita,dolorita
1377,Doloritas,doloritas
1378,Dominica,dominica
1379,Dominique,dominique
1380,Dona,dona
1381,Donella,donella
1382,Donelle,donelle
1383,Donetta,donetta
1384,Donia,donia
1385,Donica,donica
1386,Donielle,donielle
1387,Donna,donna
1388,Donnajean,donnajean
1389,Donnamarie,donnamarie
1390,Donni,donni
1391,Donnie,donnie
1392,Donny,donny
1393,Dora,dora
1394,Doralia,doralia
1395,Doralin,doralin
1396,Doralyn,doralyn
1397,Doralynn,doralynn
1398,Doralynne,doralynne
1399,Dorcas,dorcas
1400,Dore,dore
1401,Doreen,doreen
1402,Dorelia,dorelia
1403,Dorella,dorella
1404,Dorelle,dorelle
1405,Dorena,dorena
1406,Dorene,dorene
1407,Doretta,doretta
1408,Dorette,dorette
1409,Dorey,dorey
1410,Dori,dori
1411,Doria,doria
1412,Dorian,dorian
1413,Dorice,dorice
1414,Dorie,dorie
1415,Dorine,dorine
1416,Doris,doris
1417,Dorisa,dorisa
1418,Dorise,dorise
1419,Dorit,dorit
1420,Dorita,dorita
1421,Doro,doro
1422,Dorolice,dorolice
1423,Dorolisa,dorolisa
1424,Dorotea,dorotea
1425,Doroteya,doroteya
1426,Dorothea,dorothea
1427,Dorothee,dorothee
1428,Dorothy,dorothy
1429,Dorree,dorree
1430,Dorri,dorri
1431,Dorrie,dorrie
1432,Dorris,dorris
1433,Dorry,dorry
1434,Dorthea,dorthea
1435,Dorthy,dorthy
1436,Dory,dory
1437,Dosi,dosi
1438,Dot,dot
1439,Doti,doti
1440,Dotti,dotti
1441,Dottie,dottie
1442,Dotty,dotty
1443,Dove,dove
1444,Drea,drea
1445,Drew,drew
1446,Dulce,dulce
1447,Dulcea,dulcea
1448,Dulci,dulci
1449,Dulcia,dulcia
1450,Dulciana,dulciana
1451,Dulcie,dulcie
1452,Dulcine,dulcine
1453,Dulcinea,dulcinea
1454,Dulcy,dulcy
1455,Dulsea,dulsea
1456,Dusty,dusty
1457,Dyan,dyan
1458,Dyana,dyana
1459,Dyane,dyane
1460,Dyann,dyann
1461,Dyanna,dyanna
1462,Dyanne,dyanne
1463,Dyna,dyna
1464,Dynah,dynah
1465,E'Lane,e'lane
1466,Eada,eada
1467,Eadie,eadie
1468,Eadith,eadith
1469,Ealasaid,ealasaid
1470,Eartha,eartha
1471,Easter,easter
1472,Eba,eba
1473,Ebba,ebba
1474,Ebonee,ebonee
1475,Ebony,ebony
1476,Eda,eda
1477,Eddi,eddi
1478,Eddie,eddie
1479,Eddy,eddy
1480,Ede,ede
1481,Edee,edee
1482,Edeline,edeline
1483,Eden,eden
1484,Edi,edi
1485,Edie,edie
1486,Edin,edin
1487,Edita,edita
1488,Edith,edith
1489,Editha,editha
1490,Edithe,edithe
1491,Ediva,ediva
1492,Edna,edna
1493,Edwina,edwina
1494,Edy,edy
1495,Edyth,edyth
1496,Edythe,edythe
1497,Effie,effie
1498,Eileen,eileen
1499,Eilis,eilis
1500,Eimile,eimile
1501,Eirena,eirena
1502,Ekaterina,ekaterina
1503,Elaina,elaina
1504,Elaine,elaine
1505,Elana,elana
1506,Elane,elane
1507,Elayne,elayne
1508,Elberta,elberta
1509,Elbertina,elbertina
1510,Elbertine,elbertine
1511,Eleanor,eleanor
1512,Eleanora,eleanora
1513,Eleanore,eleanore
1514,Electra,electra
1515,Elena,elena
1516,Elene,elene
1517,Eleni,eleni
1518,Elenore,elenore
1519,Eleonora,eleonora
1520,Eleonore,eleonore
1521,Elfie,elfie
1522,Elfreda,elfreda
1523,Elfrida,elfrida
1524,Elfrieda,elfrieda
1525,Elga,elga
1526,Elianora,elianora
1527,Elianore,elianore
1528,Elicia,elicia
1529,Elie,elie
1530,Elinor,elinor
1531,Elinore,elinore
1532,Elisa,elisa
1533,Elisabet,elisabet
1534,Elisabeth,elisabeth
1535,Elisabetta,elisabetta
1536,Elise,elise
1537,Elisha,elisha
1538,Elissa,elissa
1539,Elita,elita
1540,Eliza,eliza
1541,Elizabet,elizabet
1542,Elizabeth,elizabeth
1543,Elka,elka
1544,Elke,elke
1545,Ella,ella
1546,Elladine,elladine
1547,Elle,elle
1548,Ellen,ellen
1549,Ellene,ellene
1550,Ellette,ellette
1551,Elli,elli
1552,Ellie,ellie
1553,Ellissa,ellissa
1554,Elly,elly
1555,Ellyn,ellyn
1556,Ellynn,ellynn
1557,Elmira,elmira
1558,Elna,elna
1559,Elnora,elnora
1560,Elnore,elnore
1561,Eloisa,eloisa
1562,Eloise,eloise
1563,Elonore,elonore
1564,Elora,elora
1565,Elsa,elsa
1566,Elsbeth,elsbeth
1567,Else,else
1568,Elsey,elsey
1569,Elsi,elsi
1570,Elsie,elsie
1571,Elsinore,elsinore
1572,Elspeth,elspeth
1573,Elsy,elsy
1574,Elva,elva
1575,Elvera,elvera
1576,Elvina,elvina
1577,Elvira,elvira
1578,Elwina,elwina
1579,Elwira,elwira
1580,Elyn,elyn
1581,Elyse,elyse
1582,Elysee,elysee
1583,Elysha,elysha
1584,Elysia,elysia
1585,Elyssa,elyssa
1586,Em,em
1587,Ema,ema
1588,Emalee,emalee
1589,Emalia,emalia
1590,Emanuela,emanuela
1591,Emelda,emelda
1592,Emelia,emelia
1593,Emelina,emelina
1594,Emeline,emeline
1595,Emelita,emelita
1596,Emelyne,emelyne
1597,Emera,emera
1598,Emilee,emilee
1599,Emili,emili
1600,Emilia,emilia
1601,Emilie,emilie
1602,Emiline,emiline
1603,Emily,emily
1604,Emlyn,emlyn
1605,Emlynn,emlynn
1606,Emlynne,emlynne
1607,Emma,emma
1608,Emmalee,emmalee
1609,Emmaline,emmaline
1610,Emmalyn,emmalyn
1611,Emmalynn,emmalynn
1612,Emmalynne,emmalynne
1613,Emmeline,emmeline
1614,Emmey,emmey
1615,Emmi,emmi
1616,Emmie,emmie
1617,Emmy,emmy
1618,Emmye,emmye
1619,Emogene,emogene
1620,Emyle,emyle
1621,Emylee,emylee
1622,Endora,endora
1623,Engracia,engracia
1624,Enid,enid
1625,Enrica,enrica
1626,Enrichetta,enrichetta
1627,Enrika,enrika
1628,Enriqueta,enriqueta
1629,Enya,enya
1630,Eolanda,eolanda
1631,Eolande,eolande
1632,Eran,eran
1633,Erda,erda
1634,Erena,erena
1635,Erica,erica
1636,Ericha,ericha
1637,Ericka,ericka
1638,Erika,erika
1639,Erin,erin
1640,Erina,erina
1641,Erinn,erinn
1642,Erinna,erinna
1643,Erma,erma
1644,Ermengarde,ermengarde
1645,Ermentrude,ermentrude
1646,Ermina,ermina
1647,Erminia,erminia
1648,Erminie,erminie
1649,Erna,erna
1650,Ernaline,ernaline
1651,Ernesta,ernesta
1652,Ernestine,ernestine
1653,Ertha,ertha
1654,Eryn,eryn
1655,Esma,esma
1656,Esmaria,esmaria
1657,Esme,esme
1658,Esmeralda,esmeralda
1659,Esmerelda,esmerelda
1660,Essa,essa
1661,Essie,essie
1662,Essy,essy
1663,Esta,esta
1664,Estel,estel
1665,Estele,estele
1666,Estell,estell
1667,Estella,estella
1668,Estelle,estelle
1669,Ester,ester
1670,Esther,esther
1671,Estrella,estrella
1672,Estrellita,estrellita
1673,Ethel,ethel
1674,Ethelda,ethelda
1675,Ethelin,ethelin
1676,Ethelind,ethelind
1677,Etheline,etheline
1678,Ethelyn,ethelyn
1679,Ethyl,ethyl
1680,Etta,etta
1681,Etti,etti
1682,Ettie,ettie
1683,Etty,etty
1684,Eudora,eudora
1685,Eugenia,eugenia
1686,Eugenie,eugenie
1687,Eugine,eugine
1688,Eula,eula
1689,Eulalie,eulalie
1690,Eunice,eunice
1691,Euphemia,euphemia
1692,Eustacia,eustacia
1693,Eva,eva
1694,Evaleen,evaleen
1695,Evangelia,evangelia
1696,Evangelin,evangelin
1697,Evangelina,evangelina
1698,Evangeline,evangeline
1699,Evania,evania
1700,Evanne,evanne
1701,Eve,eve
1702,Eveleen,eveleen
1703,Evelina,evelina
1704,Eveline,eveline
1705,Evelyn,evelyn
1706,Evette,evette
1707,Evey,evey
1708,Evie,evie
1709,Evita,evita
1710,Evonne,evonne
1711,Evvie,evvie
1712,Evvy,evvy
1713,Evy,evy
1714,Eyde,eyde
1715,Eydie,eydie
1716,Fabrianne,fabrianne
1717,Fabrice,fabrice
1718,Fae,fae
1719,Faina,faina
1720,Faith,faith
1721,Fallon,fallon
1722,Fan,fan
1723,Fanchette,fanchette
1724,Fanchon,fanchon
1725,Fancie,fancie
1726,Fancy,fancy
1727,Fanechka,fanechka
1728,Fania,fania
1729,Fanni,fanni
1730,Fannie,fannie
1731,Fanny,fanny
1732,Fanya,fanya
1733,Fara,fara
1734,Farah,farah
1735,Farand,farand
1736,Farica,farica
1737,Farra,farra
1738,Farrah,farrah
1739,Farrand,farrand
1740,Fatima,fatima
1741,Faun,faun
1742,Faunie,faunie
1743,Faustina,faustina
1744,Faustine,faustine
1745,Fawn,fawn
1746,Fawna,fawna
1747,Fawne,fawne
1748,Fawnia,fawnia
1749,Fay,fay
1750,Faydra,faydra
1751,Faye,faye
1752,Fayette,fayette
1753,Fayina,fayina
1754,Fayre,fayre
1755,Fayth,fayth
1756,Faythe,faythe
1757,Federica,federica
1758,Fedora,fedora
1759,Felecia,felecia
1760,Felicdad,felicdad
1761,Felice,felice
1762,Felicia,felicia
1763,Felicity,felicity
1764,Felicle,felicle
1765,Felipa,felipa
1766,Felisha,felisha
1767,Felita,felita
1768,Feliza,feliza
1769,Fenelia,fenelia
1770,Feodora,feodora
1771,Ferdinanda,ferdinanda
1772,Ferdinande,ferdinande
1773,Fern,fern
1774,Fernanda,fernanda
1775,Fernande,fernande
1776,Fernandina,fernandina
1777,Ferne,ferne
1778,Fey,fey
1779,Fiann,fiann
1780,Fianna,fianna
1781,Fidela,fidela
1782,Fidelia,fidelia
1783,Fidelity,fidelity
1784,Fifi,fifi
1785,Fifine,fifine
1786,Filia,filia
1787,Filide,filide
1788,Filippa,filippa
1789,Fina,fina
1790,Fiona,fiona
1791,Fionna,fionna
1792,Fionnula,fionnula
1793,Fiorenze,fiorenze
1794,Fleur,fleur
1795,Fleurette,fleurette
1796,Flo,flo
1797,Flor,flor
1798,Flora,flora
1799,Florance,florance
1800,Flore,flore
1801,Florella,florella
1802,Florence,florence
1803,Florencia,florencia
1804,Florentia,florentia
1805,Florenza,florenza
1806,Florette,florette
1807,Flori,flori
1808,Floria,floria
1809,Florice,florice
1810,Florida,florida
1811,Florie,florie
1812,Florina,florina
1813,Florinda,florinda
1814,Floris,floris
1815,Florri,florri
1816,Florrie,florrie
1817,Florry,florry
1818,Flory,flory
1819,Flossi,flossi
1820,Flossie,flossie
1821,Flossy,flossy
1822,Flower,flower
1823,Fortuna,fortuna
1824,Fortune,fortune
1825,Fran,fran
1826,France,france
1827,Francene,francene
1828,Frances,frances
1829,Francesca,francesca
1830,Francesmary,francesmary
1831,Francine,francine
1832,Francis,francis
1833,Francisca,francisca
1834,Franciska,franciska
1835,Francoise,francoise
1836,Francyne,francyne
1837,Frank,frank
1838,Frankie,frankie
1839,Franky,franky
1840,Franni,franni
1841,Frannie,frannie
1842,Franny,franny
1843,Frayda,frayda
1844,Fred,fred
1845,Freda,freda
1846,Freddi,freddi
1847,Freddie,freddie
1848,Freddy,freddy
1849,Fredelia,fredelia
1850,Frederica,frederica
1851,Fredericka,fredericka
1852,Fredi,fredi
1853,Fredia,fredia
1854,Fredra,fredra
1855,Fredrika,fredrika
1856,Freida,freida
1857,Frieda,frieda
1858,Friederike,friederike
1859,Fulvia,fulvia
1860,Gabbey,gabbey
1861,Gabbi,gabbi
1862,Gabbie,gabbie
1863,Gabey,gabey
1864,Gabi,gabi
1865,Gabie,gabie
1866,Gabriel,gabriel
1867,Gabriela,gabriela
1868,Gabriell,gabriell
1869,Gabriella,gabriella
1870,Gabrielle,gabrielle
1871,Gabriellia,gabriellia
1872,Gabrila,gabrila
1873,Gaby,gaby
1874,Gae,gae
1875,Gael,gael
1876,Gail,gail
1877,Gale,gale
1878,Gale ,gale 
1879,Galina,galina
1880,Garland,garland
1881,Garnet,garnet
1882,Garnette,garnette
1883,Gates,gates
1884,Gavra,gavra
1885,Gavrielle,gavrielle
1886,Gay,gay
1887,Gayla,gayla
1888,Gayle,gayle
1889,Gayleen,gayleen
1890,Gaylene,gaylene
1891,Gaynor,gaynor
1892,Geeta,geeta
1893,Gelya,gelya
1894,Gen,gen
1895,Gena,gena
1896,Gene,gene
1897,Geneva,geneva
1898,Genevieve,genevieve
1899,Genevra,genevra
1900,Genia,genia
1901,Genna,genna
1902,Genni,genni
1903,Gennie,gennie
1904,Gennifer,gennifer
1905,Genny,genny
1906,Genovera,genovera
1907,Genvieve,genvieve
1908,George,george
1909,Georgeanna,georgeanna
1910,Georgeanne,georgeanne
1911,Georgena,georgena
1912,Georgeta,georgeta
1913,Georgetta,georgetta
1914,Georgette,georgette
1915,Georgia,georgia
1916,Georgiamay,georgiamay
1917,Georgiana,georgiana
1918,Georgianna,georgianna
1919,Georgianne,georgianne
1920,Georgie,georgie
1921,Georgina,georgina
1922,Georgine,georgine
1923,Gera,gera
1924,Geralda,geralda
1925,Geraldina,geraldina
1926,Geraldine,geraldine
1927,Gerda,gerda
1928,Gerhardine,gerhardine
1929,Geri,geri
1930,Gerianna,gerianna
1931,Gerianne,gerianne
1932,Gerladina,gerladina
1933,Germain,germain
1934,Germaine,germaine
1935,Germana,germana
1936,Gerri,gerri
1937,Gerrie,gerrie
1938,Gerrilee,gerrilee
1939,Gerry,gerry
1940,Gert,gert
1941,Gerta,gerta
1942,Gerti,gerti
1943,Gertie,gertie
1944,Gertrud,gertrud
1945,Gertruda,gertruda
1946,Gertrude,gertrude
1947,Gertrudis,gertrudis
1948,Gerty,gerty
1949,Giacinta,giacinta
1950,Giana,giana
1951,Gianina,gianina
1952,Gianna,gianna
1953,Gigi,gigi
1954,Gilberta,gilberta
1955,Gilberte,gilberte
1956,Gilbertina,gilbertina
1957,Gilbertine,gilbertine
1958,Gilda,gilda
1959,Gill,gill
1960,Gillan,gillan
1961,Gilli,gilli
1962,Gillian,gillian
1963,Gillie,gillie
1964,Gilligan,gilligan
1965,Gilly,gilly
1966,Gina,gina
1967,Ginelle,ginelle
1968,Ginevra,ginevra
1969,Ginger,ginger
1970,Ginni,ginni
1971,Ginnie,ginnie
1972,Ginnifer,ginnifer
1973,Ginny,ginny
1974,Giorgia,giorgia
1975,Giovanna,giovanna
1976,Gipsy,gipsy
1977,Giralda,giralda
1978,Gisela,gisela
1979,Gisele,gisele
1980,Gisella,gisella
1981,Giselle,giselle
1982,Gita,gita
1983,Gizela,gizela
1984,Glad,glad
1985,Gladi,gladi
1986,Gladis,gladis
1987,Gladys,gladys
1988,Gleda,gleda
1989,Glen,glen
1990,Glenda,glenda
1991,Glenine,glenine
1992,Glenn,glenn
1993,Glenna,glenna
1994,Glennie,glennie
1995,Glennis,glennis
1996,Glori,glori
1997,Gloria,gloria
1998,Gloriana,gloriana
1999,Gloriane,gloriane
2000,Glorianna,glorianna
2001,Glory,glory
2002,Glyn,glyn
2003,Glynda,glynda
2004,Glynis,glynis
2005,Glynnis,glynnis
2006,Godiva,godiva
2007,Golda,golda
2008,Goldarina,goldarina
2009,Goldi,goldi
2010,Goldia,goldia
2011,Goldie,goldie
2012,Goldina,goldina
2013,Goldy,goldy
2014,Grace,grace
2015,Gracia,gracia
2016,Gracie,gracie
2017,Grata,grata
2018,Gratia,gratia
2019,Gratiana,gratiana
2020,Gray,gray
2021,Grayce,grayce
2022,Grazia,grazia
2023,Gredel,gredel
2024,Greer,greer
2025,Greta,greta
2026,Gretal,gretal
2027,Gretchen,gretchen
2028,Grete,grete
2029,Gretel,gretel
2030,Grethel,grethel
2031,Gretna,gretna
2032,Gretta,gretta
2033,Grier,grier
2034,Griselda,griselda
2035,Grissel,grissel
2036,Guendolen,guendolen
2037,Guenevere,guenevere
2038,Guenna,guenna
2039,Guglielma,guglielma
2040,Gui,gui
2041,Guillema,guillema
2042,Guillemette,guillemette
2043,Guinevere,guinevere
2044,Guinna,guinna
2045,Gunilla,gunilla
2046,Gunvor,gunvor
2047,Gus,gus
2048,Gusella,gusella
2049,Gussi,gussi
2050,Gussie,gussie
2051,Gussy,gussy
2052,Gusta,gusta
2053,Gusti,gusti
2054,Gustie,gustie
2055,Gusty,gusty
2056,Gwen,gwen
2057,Gwendolen,gwendolen
2058,Gwendolin,gwendolin
2059,Gwendolyn,gwendolyn
2060,Gweneth,gweneth
2061,Gwenette,gwenette
2062,Gwenn,gwenn
2063,Gwenneth,gwenneth
2064,Gwenni,gwenni
2065,Gwennie,gwennie
2066,Gwenny,gwenny
2067,Gwenora,gwenora
2068,Gwenore,gwenore
2069,Gwyn,gwyn
2070,Gwyneth,gwyneth
2071,Gwynne,gwynne
2072,Gypsy,gypsy
2073,Hadria,hadria
2074,Hailee,hailee
2075,Haily,haily
2076,Haleigh,haleigh
2077,Halette,halette
2078,Haley,haley
2079,Hali,hali
2080,Halie,halie
2081,Halimeda,halimeda
2082,Halley,halley
2083,Halli,halli
2084,Hallie,hallie
2085,Hally,hally
2086,Hana,hana
2087,Hanna,hanna
2088,Hannah,hannah
2089,Hanni,hanni
2090,Hannibal,hannibal
2091,Hannie,hannie
2092,Hannis,hannis
2093,Hanny,hanny
2094,Happy,happy
2095,Harlene,harlene
2096,Harley,harley
2097,Harli,harli
2098,Harlie,harlie
2099,Harmonia,harmonia
2100,Harmonie,harmonie
2101,Harmony,harmony
2102,Harri,harri
2103,Harrie,harrie
2104,Harriet,harriet
2105,Harriett,harriett
2106,Harrietta,harrietta
2107,Harriette,harriette
2108,Harriot,harriot
2109,Harriott,harriott
2110,Hatti,hatti
2111,Hattie,hattie
2112,Hatty,hatty
2113,Havivah,havivah
2114,Hayley,hayley
2115,Hazel,hazel
2116,Heath,heath
2117,Heather,heather
2118,Heda,heda
2119,Hedda,hedda
2120,Heddi,heddi
2121,Heddie,heddie
2122,Hedi,hedi
2123,Hedvig,hedvig
2124,Hedwig,hedwig
2125,Hedy,hedy
2126,Heida,heida
2127,Heide,heide
2128,Heidi,heidi
2129,Heidie,heidie
2130,Helaina,helaina
2131,Helaine,helaine
2132,Helen,helen
2133,Helen-Elizabeth,helen-elizabeth
2134,Helena,helena
2135,Helene,helene
2136,Helga,helga
2137,Helge,helge
2138,Helise,helise
2139,Hellene,hellene
2140,Helli,helli
2141,Heloise,heloise
2142,Helsa,helsa
2143,Helyn,helyn
2144,Hendrika,hendrika
2145,Henka,henka
2146,Henrie,henrie
2147,Henrieta,henrieta
2148,Henrietta,henrietta
2149,Henriette,henriette
2150,Henryetta,henryetta
2151,Hephzibah,hephzibah
2152,Hermia,hermia
2153,Hermina,hermina
2154,Hermine,hermine
2155,Herminia,herminia
2156,Hermione,hermione
2157,Herta,herta
2158,Hertha,hertha
2159,Hester,hester
2160,Hesther,hesther
2161,Hestia,hestia
2162,Hetti,hetti
2163,Hettie,hettie
2164,Hetty,hetty
2165,Hilarie,hilarie
2166,Hilary,hilary
2167,Hilda,hilda
2168,Hildagard,hildagard
2169,Hildagarde,hildagarde
2170,Hilde,hilde
2171,Hildegaard,hildegaard
2172,Hildegarde,hildegarde
2173,Hildy,hildy
2174,Hillary,hillary
2175,Hilliary,hilliary
2176,Hinda,hinda
2177,Holley,holley
2178,Holli,holli
2179,Hollie,hollie
2180,Holly,holly
2181,Holly-Anne,holly-anne
2182,Hollyanne,hollyanne
2183,Honey,honey
2184,Honor,honor
2185,Honoria,honoria
2186,Hope,hope
2187,Horatia,horatia
2188,Hortense,hortense
2189,Hortensia,hortensia
2190,Hulda,hulda
2191,Hyacinth,hyacinth
2192,Hyacintha,hyacintha
2193,Hyacinthe,hyacinthe
2194,Hyacinthia,hyacinthia
2195,Hyacinthie,hyacinthie
2196,Hynda,hynda
2197,Ianthe,ianthe
2198,Ibbie,ibbie
2199,Ibby,ibby
2200,Ida,ida
2201,Idalia,idalia
2202,Idalina,idalina
2203,Idaline,idaline
2204,Idell,idell
2205,Idelle,idelle
2206,Idette,idette
2207,Ike,ike
2208,Ikey,ikey
2209,Ilana,ilana
2210,Ileana,ileana
2211,Ileane,ileane
2212,Ilene,ilene
2213,Ilise,ilise
2214,Ilka,ilka
2215,Illa,illa
2216,Ilona,ilona
2217,Ilsa,ilsa
2218,Ilse,ilse
2219,Ilysa,ilysa
2220,Ilyse,ilyse
2221,Ilyssa,ilyssa
2222,Imelda,imelda
2223,Imogen,imogen
2224,Imogene,imogene
2225,Imojean,imojean
2226,Ina,ina
2227,Inci,inci
2228,Indira,indira
2229,Ines,ines
2230,Inesita,inesita
2231,Inessa,inessa
2232,Inez,inez
2233,Inga,inga
2234,Ingaberg,ingaberg
2235,Ingaborg,ingaborg
2236,Inge,inge
2237,Ingeberg,ingeberg
2238,Ingeborg,ingeborg
2239,Inger,inger
2240,Ingrid,ingrid
2241,Ingunna,ingunna
2242,Inna,inna
2243,Ioana,ioana
2244,Iolande,iolande
2245,Iolanthe,iolanthe
2246,Iona,iona
2247,Iormina,iormina
2248,Ira,ira
2249,Irena,irena
2250,Irene,irene
2251,Irina,irina
2252,Iris,iris
2253,Irita,irita
2254,Irma,irma
2255,Isa,isa
2256,Isabeau,isabeau
2257,Isabel,isabel
2258,Isabelita,isabelita
2259,Isabella,isabella
2260,Isabelle,isabelle
2261,Isador,isador
2262,Isadora,isadora
2263,Isadore,isadore
2264,Isahella,isahella
2265,Iseabal,iseabal
2266,Isidora,isidora
2267,Isis,isis
2268,Isobel,isobel
2269,Issi,issi
2270,Issie,issie
2271,Issy,issy
2272,Ivett,ivett
2273,Ivette,ivette
2274,Ivie,ivie
2275,Ivonne,ivonne
2276,Ivory,ivory
2277,Ivy,ivy
2278,Izabel,izabel
2279,Izzi,izzi
2280,Jacenta,jacenta
2281,Jacinda,jacinda
2282,Jacinta,jacinta
2283,Jacintha,jacintha
2284,Jacinthe,jacinthe
2285,Jackelyn,jackelyn
2286,Jacki,jacki
2287,Jackie,jackie
2288,Jacklin,jacklin
2289,Jacklyn,jacklyn
2290,Jackquelin,jackquelin
2291,Jackqueline,jackqueline
2292,Jacky,jacky
2293,Jaclin,jaclin
2294,Jaclyn,jaclyn
2295,Jacquelin,jacquelin
2296,Jacqueline,jacqueline
2297,Jacquelyn,jacquelyn
2298,Jacquelynn,jacquelynn
2299,Jacquenetta,jacquenetta
2300,Jacquenette,jacquenette
2301,Jacquetta,jacquetta
2302,Jacquette,jacquette
2303,Jacqui,jacqui
2304,Jacquie,jacquie
2305,Jacynth,jacynth
2306,Jada,jada
2307,Jade,jade
2308,Jaime,jaime
2309,Jaimie,jaimie
2310,Jaine,jaine
2311,Jaleh,jaleh
2312,Jami,jami
2313,Jamie,jamie
2314,Jamima,jamima
2315,Jammie,jammie
2316,Jan,jan
2317,Jana,jana
2318,Janaya,janaya
2319,Janaye,janaye
2320,Jandy,jandy
2321,Jane,jane
2322,Janean,janean
2323,Janeczka,janeczka
2324,Janeen,janeen
2325,Janel,janel
2326,Janela,janela
2327,Janella,janella
2328,Janelle,janelle
2329,Janene,janene
2330,Janenna,janenna
2331,Janessa,janessa
2332,Janet,janet
2333,Janeta,janeta
2334,Janetta,janetta
2335,Janette,janette
2336,Janeva,janeva
2337,Janey,janey
2338,Jania,jania
2339,Janice,janice
2340,Janie,janie
2341,Janifer,janifer
2342,Janina,janina
2343,Janine,janine
2344,Janis,janis
2345,Janith,janith
2346,Janka,janka
2347,Janna,janna
2348,Jannel,jannel
2349,Jannelle,jannelle
2350,Janot,janot
2351,Jany,jany
2352,Jaquelin,jaquelin
2353,Jaquelyn,jaquelyn
2354,Jaquenetta,jaquenetta
2355,Jaquenette,jaquenette
2356,Jaquith,jaquith
2357,Jasmin,jasmin
2358,Jasmina,jasmina
2359,Jasmine,jasmine
2360,Jayme,jayme
2361,Jaymee,jaymee
2362,Jayne,jayne
2363,Jaynell,jaynell
2364,Jazmin,jazmin
2365,Jean,jean
2366,Jeana,jeana
2367,Jeane,jeane
2368,Jeanelle,jeanelle
2369,Jeanette,jeanette
2370,Jeanie,jeanie
2371,Jeanine,jeanine
2372,Jeanna,jeanna
2373,Jeanne,jeanne
2374,Jeannette,jeannette
2375,Jeannie,jeannie
2376,Jeannine,jeannine
2377,Jehanna,jehanna
2378,Jelene,jelene
2379,Jemie,jemie
2380,Jemima,jemima
2381,Jemimah,jemimah
2382,Jemmie,jemmie
2383,Jemmy,jemmy
2384,Jen,jen
2385,Jena,jena
2386,Jenda,jenda
2387,Jenelle,jenelle
2388,Jenette,jenette
2389,Jeni,jeni
2390,Jenica,jenica
2391,Jeniece,jeniece
2392,Jenifer,jenifer
2393,Jeniffer,jeniffer
2394,Jenilee,jenilee
2395,Jenine,jenine
2396,Jenn,jenn
2397,Jenna,jenna
2398,Jennee,jennee
2399,Jennette,jennette
2400,Jenni,jenni
2401,Jennica,jennica
2402,Jennie,jennie
2403,Jennifer,jennifer
2404,Jennilee,jennilee
2405,Jennine,jennine
2406,Jenny,jenny
2407,Jeraldine,jeraldine
2408,Jeralee,jeralee
2409,Jere,jere
2410,Jeri,jeri
2411,Jermaine,jermaine
2412,Jerrie,jerrie
2413,Jerrilee,jerrilee
2414,Jerrilyn,jerrilyn
2415,Jerrine,jerrine
2416,Jerry,jerry
2417,Jerrylee,jerrylee
2418,Jess,jess
